MeasureItem;Year;Month;Value;ProvidedValue;AVG_Value;FromAreaCode;ToAreaCode;MeasureTime;Direction;Flag;FromMemberType;ToMemberType
Physical Energy & Power Flows;2022;4;244;244;244;DE;SE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;42;42;42;DK;DE;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;690;690;690;DK;NL;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;159;159;159;DK;NO;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;4;4;4;DK;SE;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;486;486;486;EE;FI;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;271;271;271;EE;LV;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;87;87;87;EE;RU;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2022;4;1587;1587;1587;ES;FR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;725;725;725;ES;PT;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;486;486;486;FI;EE;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;30;30;30;FI;NO;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;1371;1371;1371;FI;RU;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;4;740;740;740;FI;SE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;1319;1319;1319;FR;BE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;103;103;103;FR;CH;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;1924;1924;1924;FR;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;1587;1587;1587;FR;ES;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;1977;1977;1977;FR;GB;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;1230;1230;1230;FR;IT;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;865;865;865;GB;BE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;1977;1977;1977;GB;FR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;533;533;533;GB;NL;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;2;2;2;GB;NO;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;52;52;52;GE;AM;Value on 3rd Wed. at 11;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;4;0;0;0;GE;AZ;Value on 3rd Wed. at 11;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;4;166;166;166;GE;RU;Value on 3rd Wed. at 11;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;4;224;224;224;GE;TR;Value on 3rd Wed. at 11;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;4;13;13;13;GR;AL;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;291;291;291;GR;BG;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;109;109;109;GR;IT;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;152;152;152;GR;MK;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;155;155;155;RU;LV;Value on 3rd Wed. at 03;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;5;351;351;351;SE;DE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;1666;1666;1666;SE;DK;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;1534;1534;1534;SE;FI;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;31;31;31;SE;LT;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;878;878;878;SE;NO;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;598;598;598;SE;PL;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;395;395;395;SI;AT;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;679;679;679;SI;HR;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;1013;1013;1013;SI;IT;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;658;658;658;SK;CZ;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;955;955;955;SK;HU;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;900;900;900;SK;PL;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;0;0;0;SK;UA;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;5;470;470;470;TR;BG;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;324;324;324;TR;GE;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;5;609;609;609;TR;GR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;377;377;377;UA;HU;Value on 3rd Wed. at 03;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;5;380;380;380;UA;MD;Value on 3rd Wed. at 03;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;5;218;218;218;UA;PL;Value on 3rd Wed. at 03;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;5;45;45;45;UA;RO;Value on 3rd Wed. at 03;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;5;0;0;0;UA;SK;Value on 3rd Wed. at 03;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;5;257;257;257;XK;AL;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;222;222;222;XK;ME;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;86;86;86;XK;MK;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;206;206;206;XK;RS;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;204;204;204;DK;NO;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;1564;1564;1564;DK;SE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;31;31;31;EE;FI;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;342;342;342;EE;LV;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;134;134;134;EE;RU;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2022;5;1998;1998;1998;ES;FR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;2275;2275;2275;ES;PT;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;31;31;31;FI;EE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;54;54;54;FI;NO;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;0;0;0;FI;RU;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2022;5;1414;1414;1414;FI;SE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;1863;1863;1863;FR;BE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;661;661;661;FR;CH;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;1714;1714;1714;FR;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;1998;1998;1998;FR;ES;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;1691;1691;1691;FR;GB;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;1956;1956;1956;FR;IT;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;797;797;797;GB;BE;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;1691;1691;1691;GB;FR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;0;0;0;GB;NL;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;694;694;694;GB;NO;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;60;60;60;GE;AM;Value on 3rd Wed. at 11;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;5;44;44;44;GE;AZ;Value on 3rd Wed. at 11;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;5;16;16;16;GE;RU;Value on 3rd Wed. at 11;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;5;325;325;325;GE;TR;Value on 3rd Wed. at 11;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;5;70;70;70;GR;AL;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;0;0;0;GR;BG;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;150;150;150;GR;IT;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;318;318;318;GR;MK;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;512;512;512;GR;TR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;307;307;307;HR;BA;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;1098;1098;1098;HR;HU;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;66;66;66;HR;RS;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;990;990;990;HR;SI;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;224;224;224;HU;AT;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;1098;1098;1098;HU;HR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;98;98;98;HU;RO;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;84;84;84;HU;RS;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;588;588;588;HU;SK;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;370;370;370;HU;UA;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;5;245;245;245;IT;AT;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;2707;2707;2707;IT;CH;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;1956;1956;1956;IT;FR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;150;150;150;IT;GR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;551;551;551;IT;ME;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;29;29;29;IT;MT;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2022;5;1092;1092;1092;IT;SI;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;81;81;81;LT;BY;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;5;167;167;167;LT;LV;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;0;0;0;LT;PL;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;157;157;157;LT;RU;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;5;650;650;650;LT;SE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;62;62;62;LU;BE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;7;7;7;AL;GR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;178;178;178;AL;ME;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;98;98;98;AL;XK;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;134;134;134;AM;GE;Value on 3rd Wed. at 11;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;2;1509;1509;1509;AT;CH;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;1718;1718;1718;AT;CZ;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;2507;2507;2507;AT;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;888;888;888;AT;HU;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;178;178;178;AT;IT;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;1077;1077;1077;AT;SI;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;341;341;341;AZ;GE;Value on 3rd Wed. at 11;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;2;7;7;7;BA;HR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;313;313;313;BA;ME;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;111;111;111;BA;RS;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;8;8;8;BE;DE;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;2400;2400;2400;BE;FR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;1024;1024;1024;BE;GB;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;121;121;121;BE;LU;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;1997;1997;1997;BE;NL;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;306;306;306;BG;GR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;390;390;390;BG;MK;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;297;297;297;BG;RO;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;401;401;401;BG;RS;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;314;314;314;BG;TR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;373;373;373;BY;LT;Value on 3rd Wed. at 11;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;2;26;26;26;BY;UA;Value on 3rd Wed. at 11;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;2;1509;1509;1509;CH;AT;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;3927;3927;3927;CH;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;78;78;78;CH;FR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;3443;3443;3443;CH;IT;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;472;472;472;SK;UA;Value on 3rd Wed. at 03;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2022;3;362;362;362;TR;BG;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;262;262;262;TR;GE;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;3;456;456;456;TR;GR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;82;82;82;UA;HU;Value on 3rd Wed. at 03;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;3;1;1;1;UA;MD;Value on 3rd Wed. at 03;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;3;0;0;0;UA;PL;Value on 3rd Wed. at 03;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;3;385;385;385;UA;RO;Value on 3rd Wed. at 03;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;3;472;472;472;UA;SK;Value on 3rd Wed. at 03;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;3;167;167;167;XK;AL;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;101;101;101;XK;ME;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;21;21;21;XK;MK;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;300;300;300;XK;RS;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;15;15;15;AL;ME;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;191;191;191;AL;XK;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;72;72;72;AM;GE;Value on 3rd Wed. at 11;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;3;1405;1405;1405;AT;CH;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;1750;1750;1750;AT;CZ;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;2195;2195;2195;AT;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;759;759;759;AT;HU;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;187;187;187;AT;IT;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;841;841;841;AT;SI;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;0;0;0;AZ;GE;Value on 3rd Wed. at 11;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;3;471;471;471;BA;HR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;144;144;144;BA;ME;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;2;2;2;BA;RS;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;106;106;106;BE;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;2608;2608;2608;BE;FR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;720;720;720;BE;GB;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;19;19;19;BE;LU;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;2823;2823;2823;BE;NL;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;136;136;136;BG;GR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;64;64;64;BG;MK;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;1190;1190;1190;BG;RO;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;253;253;253;BG;RS;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;34;34;34;BG;TR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;284;284;284;BY;LT;Value on 3rd Wed. at 11;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;3;1405;1405;1405;CH;AT;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;2473;2473;2473;CH;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;53;53;53;CH;FR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;2665;2665;2665;CH;IT;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;1750;1750;1750;CZ;AT;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;554;554;554;CZ;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;1418;1418;1418;CZ;PL;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;1806;1806;1806;CZ;SK;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;2195;2195;2195;DE;AT;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;106;106;106;DE;BE;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;2473;2473;2473;DE;CH;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;554;554;554;DE;CZ;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;2024;2024;2024;DE;DK;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;2439;2439;2439;DE;FR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;588;588;588;DE;LU;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;1409;1409;1409;DE;NL;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;542;542;542;DE;NO;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;968;968;968;DE;PL;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;454;454;454;DE;SE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;2024;2024;2024;DK;DE;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;371;371;371;DK;NL;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;1624;1624;1624;DK;NO;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;1334;1334;1334;DK;SE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;1008;1008;1008;EE;FI;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;707;707;707;EE;LV;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;345;345;345;EE;RU;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2022;3;110;110;110;ES;FR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;334;334;334;ES;PT;Value on 3rd Wed. at 11;Export;Harmonized;M;M
